Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2016-02-03,Fiorentina,Carpi,2,1,H,1.0,0.0,H,,11,7,5,2,11,22,10,3,5,3,0,0,1516
2016-02-03,Frosinone,Bologna,1,0,H,0.0,0.0,D,,20,15,7,3,16,15,7,4,2,4,0,1,1516
2016-02-03,Inter,Chievo,1,0,H,0.0,0.0,D,,24,6,8,0,17,20,11,1,3,5,0,0,1516
2016-02-03,Juventus,Genoa,1,0,H,1.0,0.0,H,,11,7,2,2,14,30,3,0,1,3,1,0,1516
2016-02-03,Lazio,Napoli,0,2,A,0.0,2.0,A,,8,10,0,5,17,13,4,3,4,2,0,0,1516
2016-02-03,Palermo,Milan,0,2,A,0.0,2.0,A,,12,16,2,8,16,15,6,6,3,0,0,0,1516
2016-02-03,Sampdoria,Torino,2,2,D,0.0,0.0,D,,9,14,4,6,12,21,2,6,3,3,0,0,1516
2016-02-03,Verona,Atalanta,2,1,H,1.0,1.0,D,,13,18,5,4,21,18,7,5,2,3,0,1,1516
2016-02-06,Bologna,Fiorentina,1,1,D,0.0,0.0,D,,12,12,6,2,13,10,8,4,2,2,0,1,1516
2016-02-06,Genoa,Lazio,0,0,D,0.0,0.0,D,,4,10,1,2,12,18,2,9,3,3,0,0,1516
2016-02-07,Atalanta,Empoli,0,0,D,0.0,0.0,D,,11,9,2,3,19,14,5,3,3,4,0,0,1516
2016-02-07,Frosinone,Juventus,0,2,A,0.0,0.0,D,,5,25,0,9,23,15,2,6,3,1,0,0,1516
2016-02-07,Milan,Udinese,1,1,D,0.0,1.0,A,,22,9,5,5,14,14,9,0,1,3,0,0,1516
2016-02-07,Napoli,Carpi,1,0,H,0.0,0.0,D,,22,2,7,0,9,13,13,1,1,4,0,1,1516
2016-02-07,Roma,Sampdoria,2,1,H,1.0,0.0,H,,13,10,4,4,12,12,4,5,2,3,0,0,1516
2016-02-07,Sassuolo,Palermo,2,2,D,1.0,1.0,D,,23,7,6,2,21,23,7,3,3,0,0,1,1516
2016-02-07,Torino,Chievo,1,2,A,1.0,1.0,D,,12,8,4,3,25,18,6,2,3,3,0,0,1516
2016-02-07,Verona,Inter,3,3,D,2.0,1.0,H,,10,15,4,7,20,12,7,10,3,2,0,0,1516
2016-02-11,Lazio,Verona,5,2,H,1.0,0.0,H,,18,8,7,4,8,8,9,3,1,0,0,0,1516
2016-02-12,Carpi,Roma,1,3,A,0.0,0.0,D,,7,19,2,6,14,8,4,6,5,0,0,0,1516
2016-02-13,Chievo,Sassuolo,1,1,D,1.0,1.0,D,,11,16,4,2,16,14,5,7,3,2,0,0,1516
2016-02-13,Empoli,Frosinone,1,2,A,0.0,1.0,A,,29,10,6,2,11,25,16,1,2,6,0,0,1516
2016-02-13,Juventus,Napoli,1,0,H,0.0,0.0,D,,13,7,4,1,10,13,4,3,2,2,0,0,1516
2016-02-14,Fiorentina,Inter,2,1,H,0.0,1.0,A,,13,6,8,1,13,14,7,4,2,5,1,2,1516
2016-02-14,Milan,Genoa,2,1,H,1.0,0.0,H,,14,7,6,2,14,15,5,3,1,1,0,0,1516
2016-02-14,Palermo,Torino,1,3,A,1.0,2.0,A,,18,20,5,8,12,22,9,3,1,2,0,0,1516
2016-02-14,Sampdoria,Atalanta,0,0,D,0.0,0.0,D,,10,9,2,2,10,15,7,6,2,4,0,0,1516
2016-02-14,Udinese,Bologna,0,1,A,0.0,0.0,D,,10,11,2,2,15,11,8,6,0,1,0,0,1516
2016-02-19,Bologna,Juventus,0,0,D,0.0,0.0,D,,8,10,1,0,15,11,1,8,2,2,0,0,1516
2016-02-20,Inter,Sampdoria,3,1,H,1.0,0.0,H,,6,19,3,3,16,11,7,7,3,2,0,0,1516
2016-02-20,Verona,Chievo,3,1,H,1.0,0.0,H,,20,14,8,2,13,21,8,3,1,3,1,1,1516
2016-02-21,Atalanta,Fiorentina,2,3,A,0.0,0.0,D,,13,15,5,8,13,13,4,2,3,2,1,0,1516
2016-02-21,Frosinone,Lazio,0,0,D,0.0,0.0,D,,8,18,1,2,13,12,6,6,2,0,0,0,1516
2016-02-21,Genoa,Udinese,2,1,H,0.0,1.0,A,,21,13,8,6,14,13,3,3,3,3,0,0,1516
2016-02-21,Roma,Palermo,5,0,H,1.0,0.0,H,,25,4,5,1,17,10,6,3,0,1,0,0,1516
2016-02-21,Sassuolo,Empoli,3,2,H,1.0,1.0,D,,13,10,7,4,17,13,8,5,1,1,1,1,1516
2016-02-21,Torino,Carpi,0,0,D,0.0,0.0,D,,11,5,4,0,22,22,5,3,4,4,0,0,1516
2016-02-22,Napoli,Milan,1,1,D,1.0,1.0,D,,19,7,4,2,12,14,6,3,0,2,0,0,1516
2016-02-27,Empoli,Roma,1,3,A,1.0,2.0,A,,8,15,3,6,12,15,4,4,1,2,1,0,1516
2016-02-27,Milan,Torino,1,0,H,1.0,0.0,H,,19,11,3,4,9,12,5,6,2,1,0,0,1516
2016-02-28,Carpi,Atalanta,1,1,D,0.0,0.0,D,,10,12,4,5,26,25,6,2,3,3,0,0,1516
2016-02-28,Chievo,Genoa,1,0,H,0.0,0.0,D,,16,11,6,4,9,16,5,7,2,3,0,0,1516
2016-02-28,Juventus,Inter,2,0,H,0.0,0.0,D,,9,8,6,3,12,17,3,3,3,1,0,0,1516
2016-02-28,Palermo,Bologna,0,0,D,0.0,0.0,D,,7,17,4,5,15,12,7,4,3,1,0,0,1516
2016-02-28,Sampdoria,Frosinone,2,0,H,1.0,0.0,H,,25,15,6,1,15,16,12,10,5,2,0,0,1516
2016-02-28,Udinese,Verona,2,0,H,1.0,0.0,H,,13,10,4,2,15,18,7,4,1,3,0,0,1516
2016-02-29,Fiorentina,Napoli,1,1,D,1.0,1.0,D,,11,6,1,5,8,16,5,3,0,1,0,0,1516
2016-02-29,Lazio,Sassuolo,0,2,A,0.0,1.0,A,,15,8,3,6,15,20,6,3,1,2,0,0,1516
2016-03-04,Roma,Fiorentina,4,1,H,3.0,1.0,H,,14,11,7,1,19,18,5,4,3,3,0,0,1516
2016-03-05,Napoli,Chievo,3,1,H,2.0,1.0,H,,25,8,10,2,6,13,7,2,0,3,0,0,1516
2016-03-05,Verona,Sampdoria,0,3,A,0.0,3.0,A,,11,14,4,8,12,14,6,4,2,3,0,0,1516
2016-03-06,Atalanta,Juventus,0,2,A,0.0,1.0,A,,13,9,3,5,18,13,7,4,3,2,0,0,1516
2016-03-06,Bologna,Carpi,0,0,D,0.0,0.0,D,,17,6,4,2,17,17,12,4,1,3,0,0,1516
2016-03-06,Frosinone,Udinese,2,0,H,1.0,0.0,H,,23,6,4,2,16,11,5,4,2,3,0,0,1516
2016-03-06,Genoa,Empoli,1,0,H,0.0,0.0,D,,15,10,5,2,18,18,5,1,1,4,0,0,1516
2016-03-06,Inter,Palermo,3,1,H,2.0,1.0,H,,10,9,5,4,13,12,8,5,1,1,0,0,1516
2016-03-06,Sassuolo,Milan,2,0,H,1.0,0.0,H,,16,13,4,5,17,11,4,9,1,2,1,0,1516
2016-03-06,Torino,Lazio,1,1,D,1.0,0.0,H,,13,12,4,5,19,18,3,4,3,2,0,0,1516
2016-03-11,Juventus,Sassuolo,1,0,H,1.0,0.0,H,,16,7,7,2,12,15,7,2,0,3,0,0,1516
2016-03-12,Empoli,Sampdoria,1,1,D,0.0,1.0,A,,15,13,5,5,16,16,7,2,2,3,0,0,1516
2016-03-12,Inter,Bologna,2,1,H,0.0,0.0,D,,17,6,3,1,14,12,13,3,2,0,0,0,1516
2016-03-13,Carpi,Frosinone,2,1,H,1.0,0.0,H,,12,13,3,4,18,12,3,5,3,3,0,0,1516
2016-03-13,Chievo,Milan,0,0,D,0.0,0.0,D,,20,10,5,1,18,15,7,3,4,3,0,0,1516
2016-03-13,Fiorentina,Verona,1,1,D,1.0,0.0,H,,10,12,4,4,12,15,9,3,2,1,0,0,1516
2016-03-13,Genoa,Torino,3,2,H,2.0,2.0,D,,13,9,6,5,10,20,9,3,1,5,0,0,1516
2016-03-13,Lazio,Atalanta,2,0,H,0.0,0.0,D,,5,11,2,1,13,23,4,8,2,4,0,0,1516
2016-03-13,Palermo,Napoli,0,1,A,0.0,1.0,A,,5,18,1,7,12,9,4,9,2,2,0,0,1516
2016-03-13,Udinese,Roma,1,2,A,0.0,1.0,A,,10,15,3,7,16,16,3,6,2,3,0,0,1516
2016-03-19,Empoli,Palermo,0,0,D,0.0,0.0,D,,11,13,3,2,15,18,8,6,1,2,0,0,1516
2016-03-19,Roma,Inter,1,1,D,0.0,0.0,D,,16,6,6,2,15,14,8,2,2,2,0,0,1516
2016-03-20,Atalanta,Bologna,2,0,H,2.0,0.0,H,,14,9,7,2,15,16,6,9,1,2,0,2,1516
2016-03-20,Frosinone,Fiorentina,0,0,D,0.0,0.0,D,,12,22,4,6,22,10,4,4,3,4,0,0,1516
2016-03-20,Milan,Lazio,1,1,D,1.0,1.0,D,,20,9,4,2,9,24,12,5,1,1,0,1,1516
2016-03-20,Napoli,Genoa,3,1,H,0.0,1.0,A,,22,9,11,2,8,11,11,1,3,2,0,0,1516
2016-03-20,Sampdoria,Chievo,0,1,A,0.0,1.0,A,,16,12,7,6,19,18,5,7,4,3,0,0,1516
2016-03-20,Sassuolo,Udinese,1,1,D,0.0,1.0,A,,13,8,1,3,12,23,3,3,2,4,0,0,1516
2016-03-20,Torino,Juventus,1,4,A,0.0,2.0,A,,10,14,6,7,26,19,2,3,4,3,0,1,1516
2016-03-20,Verona,Carpi,1,2,A,0.0,1.0,A,,8,11,3,5,22,15,9,6,1,3,1,0,1516
2016-04-02,Carpi,Sassuolo,1,3,A,1.0,2.0,A,,11,9,1,7,10,19,7,5,3,3,0,0,1516
2016-04-02,Juventus,Empoli,1,0,H,1.0,0.0,H,,19,9,9,3,20,14,7,4,2,2,0,0,1516
2016-04-03,Atalanta,Milan,2,1,H,1.0,1.0,D,,10,12,4,3,22,13,8,7,1,3,0,0,1516
2016-04-03,Chievo,Palermo,3,1,H,1.0,1.0,D,,9,14,4,4,22,16,0,2,2,3,0,0,1516
2016-04-03,Fiorentina,Sampdoria,1,1,D,1.0,1.0,D,,20,8,8,4,9,19,10,3,1,2,0,1,1516
2016-04-03,Genoa,Frosinone,4,0,H,1.0,0.0,H,,21,9,9,2,18,13,11,4,1,4,0,0,1516
2016-04-03,Inter,Torino,1,2,A,1.0,0.0,H,,10,12,2,3,13,13,9,2,1,5,2,0,1516
2016-04-03,Lazio,Roma,1,4,A,0.0,1.0,A,,18,17,3,6,14,9,10,5,4,2,1,0,1516
2016-04-03,Udinese,Napoli,3,1,H,2.0,1.0,H,,11,11,6,2,22,16,2,6,4,4,0,1,1516
2016-04-04,Bologna,Verona,0,1,A,0.0,1.0,A,,9,4,1,1,17,14,10,7,3,1,0,0,1516
2016-04-09,Chievo,Carpi,1,0,H,0.0,0.0,D,,17,12,3,3,15,15,10,6,2,3,0,0,1516
2016-04-09,Frosinone,Inter,0,1,A,0.0,0.0,D,,15,20,2,3,19,14,4,6,5,2,1,0,1516
2016-04-09,Milan,Juventus,1,2,A,1.0,1.0,D,,11,9,5,4,20,21,2,2,4,3,0,0,1516
2016-04-09,Sassuolo,Genoa,0,1,A,0.0,1.0,A,,17,9,5,4,13,20,11,2,2,1,0,0,1516
2016-04-10,Empoli,Fiorentina,2,0,H,1.0,0.0,H,,7,22,4,5,17,21,2,6,3,4,0,0,1516
2016-04-10,Napoli,Verona,3,0,H,2.0,0.0,H,,19,8,6,1,6,13,7,7,2,2,0,1,1516
2016-04-10,Palermo,Lazio,0,3,A,0.0,2.0,A,,7,18,2,8,13,14,5,7,2,3,0,0,1516
2016-04-10,Sampdoria,Udinese,2,0,H,0.0,0.0,D,,15,16,5,2,13,11,3,12,4,1,0,0,1516
2016-04-10,Torino,Atalanta,2,1,H,1.0,0.0,H,,5,16,3,7,18,19,4,6,2,3,0,1,1516
2016-04-11,Roma,Bologna,1,1,D,0.0,1.0,A,,14,7,5,2,15,9,15,3,1,2,0,0,1516
2016-04-16,Bologna,Torino,0,1,A,0.0,0.0,D,,8,6,1,3,14,16,4,3,4,1,0,0,1516
2016-04-16,Carpi,Genoa,4,1,H,2.0,1.0,H,,15,16,10,3,16,22,3,7,4,1,0,1,1516
2016-04-16,Inter,Napoli,2,0,H,2.0,0.0,H,,11,10,4,2,17,11,6,6,4,3,0,0,1516
2016-04-17,Atalanta,Roma,3,3,D,2.0,2.0,D,,12,17,4,7,13,8,7,6,4,4,0,0,1516
2016-04-17,Fiorentina,Sassuolo,3,1,H,1.0,0.0,H,,13,9,4,1,16,14,7,6,1,3,0,0,1516
2016-04-17,Juventus,Palermo,4,0,H,1.0,0.0,H,,16,10,6,4,14,18,9,5,2,3,0,0,1516
2016-04-17,Lazio,Empoli,2,0,H,2.0,0.0,H,,19,6,7,1,10,9,5,2,3,2,0,0,1516
2016-04-17,Sampdoria,Milan,0,1,A,0.0,0.0,D,,10,14,3,3,16,14,5,7,3,2,0,0,1516
2016-04-17,Udinese,Chievo,0,0,D,0.0,0.0,D,,15,5,3,2,17,19,4,2,2,4,1,1,1516
2016-04-17,Verona,Frosinone,1,2,A,0.0,1.0,A,,14,13,4,2,23,22,4,5,3,3,0,0,1516
2016-04-19,Napoli,Bologna,6,0,H,2.0,0.0,H,,20,5,14,0,8,13,8,3,1,2,0,0,1516
2016-04-20,Chievo,Frosinone,5,1,H,1.0,1.0,D,,23,9,8,2,12,13,6,1,2,3,0,2,1516
2016-04-20,Empoli,Verona,1,0,H,0.0,0.0,D,,12,20,7,6,16,19,5,5,1,3,0,1,1516
2016-04-20,Genoa,Inter,1,0,H,0.0,0.0,D,,16,17,5,4,15,7,6,5,2,2,0,0,1516
2016-04-20,Juventus,Lazio,3,0,H,1.0,0.0,H,,19,7,12,1,7,12,10,1,1,1,0,1,1516
2016-04-20,Palermo,Atalanta,2,2,D,1.0,1.0,D,,15,10,3,4,23,21,9,2,3,3,1,0,1516
2016-04-20,Roma,Torino,3,2,H,0.0,1.0,A,,20,13,6,5,13,16,10,4,1,3,0,0,1516
2016-04-20,Sassuolo,Sampdoria,0,0,D,0.0,0.0,D,,23,4,8,2,13,14,13,2,4,3,0,1,1516
2016-04-20,Udinese,Fiorentina,2,1,H,1.0,1.0,D,,10,9,3,3,19,14,6,4,2,4,0,0,1516
2016-04-21,Milan,Carpi,0,0,D,0.0,0.0,D,,20,6,3,2,17,15,4,3,2,3,0,0,1516
2016-04-23,Inter,Udinese,3,1,H,1.0,1.0,D,,25,12,9,5,7,13,14,6,3,2,0,0,1516
2016-04-24,Atalanta,Chievo,1,0,H,0.0,0.0,D,,11,10,5,2,12,18,8,6,3,2,1,0,1516
2016-04-24,Bologna,Genoa,2,0,H,1.0,0.0,H,,11,5,5,3,16,17,7,3,1,2,0,0,1516
2016-04-24,Fiorentina,Juventus,1,2,A,0.0,1.0,A,,21,6,7,3,10,15,5,3,1,3,0,0,1516
2016-04-24,Frosinone,Palermo,0,2,A,0.0,0.0,D,,16,7,4,2,17,19,9,4,3,3,0,0,1516
2016-04-24,Sampdoria,Lazio,2,1,H,1.0,1.0,D,,13,20,7,4,9,14,4,12,2,6,0,0,1516
2016-04-24,Torino,Sassuolo,1,3,A,1.0,1.0,D,,15,12,3,4,18,7,4,4,2,1,0,0,1516
2016-04-25,Carpi,Empoli,1,0,H,0.0,0.0,D,,16,8,3,3,23,13,7,3,3,4,1,1,1516
2016-04-25,Roma,Napoli,1,0,H,0.0,0.0,D,,9,9,3,4,10,12,4,5,2,4,0,0,1516
2016-04-25,Verona,Milan,2,1,H,0.0,1.0,A,,28,11,12,6,19,11,13,6,1,2,0,0,1516
2016-04-30,Chievo,Fiorentina,0,0,D,0.0,0.0,D,,9,21,4,5,20,13,2,6,4,4,0,0,1516
2016-04-30,Udinese,Torino,1,5,A,0.0,2.0,A,,13,15,4,6,14,9,8,4,2,2,0,0,1516
2016-05-01,Empoli,Bologna,0,0,D,0.0,0.0,D,,5,16,1,6,7,14,0,3,0,2,0,0,1516
2016-05-01,Juventus,Carpi,2,0,H,1.0,0.0,H,,19,11,3,1,19,12,5,2,6,2,0,0,1516
2016-05-01,Lazio,Inter,2,0,H,1.0,0.0,H,,9,15,4,4,17,11,1,5,5,0,0,1,1516
2016-05-01,Milan,Frosinone,3,3,D,0.0,2.0,A,,24,9,11,4,21,22,12,2,2,7,0,0,1516
2016-05-01,Palermo,Sampdoria,2,0,H,1.0,0.0,H,,10,8,4,4,21,23,3,5,1,5,0,0,1516
2016-05-01,Sassuolo,Verona,1,0,H,0.0,0.0,D,,6,16,1,2,11,21,2,9,0,1,0,0,1516
2016-05-02,Genoa,Roma,2,3,A,1.0,1.0,D,,14,20,5,8,9,9,6,9,3,3,0,0,1516
2016-05-02,Napoli,Atalanta,2,1,H,1.0,0.0,H,,18,3,10,1,13,10,5,3,0,2,0,0,1516
2016-05-07,Bologna,Milan,0,1,A,0.0,1.0,A,,8,15,1,5,11,18,5,9,3,5,1,0,1516
2016-05-07,Inter,Empoli,2,1,H,2.0,1.0,H,,13,14,5,2,17,10,4,8,3,1,0,0,1516
2016-05-08,Atalanta,Udinese,1,1,D,1.0,1.0,D,,8,4,2,2,11,18,3,0,1,2,0,0,1516
2016-05-08,Carpi,Lazio,1,3,A,0.0,2.0,A,,27,16,9,7,19,11,9,5,5,2,0,2,1516
2016-05-08,Fiorentina,Palermo,0,0,D,0.0,0.0,D,,21,4,4,0,16,20,7,1,3,4,0,0,1516
2016-05-08,Frosinone,Sassuolo,0,1,A,0.0,0.0,D,,18,21,4,5,16,20,2,8,4,4,0,0,1516
2016-05-08,Roma,Chievo,3,0,H,2.0,0.0,H,,23,11,11,4,15,8,7,2,1,3,0,0,1516
2016-05-08,Sampdoria,Genoa,0,3,A,0.0,2.0,A,,12,18,3,7,20,20,4,4,5,4,0,0,1516
2016-05-08,Torino,Napoli,1,2,A,0.0,2.0,A,,7,15,2,6,23,5,1,3,3,1,1,0,1516
2016-05-08,Verona,Juventus,2,1,H,1.0,0.0,H,,12,16,4,5,21,13,3,6,3,2,0,1,1516
2016-05-14,Juventus,Sampdoria,5,0,H,3.0,0.0,H,,24,7,12,1,16,4,13,2,3,1,0,1,1516
2016-05-14,Milan,Roma,1,3,A,0.0,1.0,A,,14,16,6,9,13,7,4,1,4,0,0,0,1516
2016-05-14,Napoli,Frosinone,4,0,H,1.0,0.0,H,,33,9,12,2,9,7,16,0,1,1,0,1,1516
2016-05-14,Sassuolo,Inter,3,1,H,3.0,1.0,H,,9,10,3,6,8,12,5,7,3,3,0,1,1516
2016-05-15,Chievo,Bologna,0,0,D,0.0,0.0,D,,5,16,0,4,16,15,5,7,2,1,0,0,1516
2016-05-15,Empoli,Torino,2,1,H,1.0,0.0,H,,10,18,3,5,12,12,3,4,2,1,0,0,1516
2016-05-15,Genoa,Atalanta,1,2,A,0.0,0.0,D,,11,13,2,4,19,14,8,5,3,3,0,0,1516
2016-05-15,Lazio,Fiorentina,2,4,A,1.0,3.0,A,,16,16,6,5,8,10,6,4,0,1,0,0,1516
2016-05-15,Palermo,Verona,3,2,H,1.0,0.0,H,,5,14,3,4,18,19,4,4,2,2,1,1,1516
2016-05-15,Udinese,Carpi,1,2,A,0.0,2.0,A,,15,10,5,5,14,17,6,3,3,3,1,0,1516
2016-08-20,Juventus,Fiorentina,2,1,H,1.0,0.0,H,,19,4,4,1,11,16,3,1,1,3,0,0,1617
2016-08-20,Roma,Udinese,4,0,H,0.0,0.0,D,,25,11,9,1,8,14,10,5,0,2,0,0,1617
2016-08-21,Atalanta,Lazio,3,4,A,0.0,3.0,A,,19,11,6,6,5,16,7,2,2,2,0,0,1617
2016-08-21,Bologna,Crotone,1,0,H,0.0,0.0,D,,20,5,6,0,7,17,5,3,1,1,0,0,1617
2016-08-21,Chievo,Inter,2,0,H,0.0,0.0,D,,12,13,4,3,15,13,4,8,2,4,0,0,1617
2016-08-21,Empoli,Sampdoria,0,1,A,0.0,1.0,A,,8,15,3,5,17,32,2,5,3,4,1,0,1617
2016-08-21,Genoa,Cagliari,3,1,H,0.0,0.0,D,,22,4,6,3,13,10,6,1,4,3,0,0,1617
2016-08-21,Milan,Torino,3,2,H,1.0,0.0,H,,11,20,5,4,13,20,10,10,0,3,1,0,1617
2016-08-21,Palermo,Sassuolo,0,1,A,0.0,1.0,A,,7,22,2,8,19,15,4,8,1,2,1,0,1617
2016-08-21,Pescara,Napoli,2,2,D,2.0,0.0,H,,9,22,3,4,10,12,3,9,3,2,0,0,1617
2016-08-27,Lazio,Juventus,0,1,A,0.0,0.0,D,,6,13,1,5,16,5,4,2,1,2,0,0,1617
2016-08-27,Napoli,Milan,4,2,H,2.0,0.0,H,,17,12,8,3,13,15,9,4,5,4,0,2,1617
2016-08-28,Cagliari,Roma,2,2,D,0.0,1.0,A,,17,21,5,7,21,9,4,3,3,1,0,0,1617
2016-08-28,Crotone,Genoa,1,3,A,1.0,0.0,H,,11,18,3,8,16,17,1,6,2,2,0,0,1617
2016-08-28,Fiorentina,Chievo,1,0,H,1.0,0.0,H,,13,9,3,2,8,16,4,4,0,2,0,0,1617
2016-08-28,Inter,Palermo,1,1,D,0.0,0.0,D,,22,7,5,3,16,24,8,4,1,5,0,0,1617
2016-08-28,Sampdoria,Atalanta,2,1,H,2.0,1.0,H,,8,7,4,1,13,16,3,1,1,4,0,1,1617
2016-08-28,Sassuolo,Pescara,0,3,A,,,,,13,15,3,5,12,21,2,7,2,2,0,0,1617
2016-08-28,Torino,Bologna,5,1,H,2.0,1.0,H,,20,10,11,2,14,12,6,3,1,2,0,0,1617
2016-08-28,Udinese,Empoli,2,0,H,1.0,0.0,H,,11,13,3,4,15,19,4,5,3,3,0,1,1617
2016-09-10,Juventus,Sassuolo,3,1,H,3.0,1.0,H,,23,9,10,3,10,12,14,5,1,2,0,0,1617
2016-09-10,Palermo,Napoli,0,3,A,0.0,0.0,D,,5,17,1,7,14,7,2,4,0,0,0,0,1617
2016-09-11,Atalanta,Torino,2,1,H,0.0,0.0,D,,22,14,3,7,16,20,4,4,2,2,0,0,1617
2016-09-11,Bologna,Cagliari,2,1,H,1.0,0.0,H,,17,11,10,5,13,9,9,4,1,3,0,1,1617
2016-09-11,Chievo,Lazio,1,1,D,0.0,0.0,D,,7,11,4,3,14,15,2,1,2,5,0,0,1617
2016-09-11,Milan,Udinese,0,1,A,0.0,0.0,D,,14,10,2,2,10,9,8,8,1,5,0,0,1617
2016-09-11,Pescara,Inter,1,2,A,0.0,0.0,D,,10,22,5,7,14,10,3,13,1,1,0,0,1617
2016-09-11,Roma,Sampdoria,3,2,H,1.0,2.0,A,,24,12,8,7,12,13,11,7,3,2,0,0,1617
2016-09-12,Empoli,Crotone,2,1,H,1.0,1.0,D,,13,6,5,2,16,20,5,0,1,1,0,1,1617
2016-09-16,Sampdoria,Milan,0,1,A,0.0,0.0,D,,12,10,3,3,12,16,8,5,2,3,0,0,1617
2016-09-17,Lazio,Pescara,3,0,H,0.0,0.0,D,,23,10,11,3,12,14,11,2,2,2,0,0,1617
2016-09-17,Napoli,Bologna,3,1,H,1.0,0.0,H,,21,9,10,3,11,7,6,3,0,1,0,1,1617
2016-09-18,Cagliari,Atalanta,3,0,H,1.0,0.0,H,,12,7,9,2,10,19,3,4,2,2,0,0,1617
2016-09-18,Crotone,Palermo,1,1,D,1.0,0.0,H,,11,12,1,5,19,9,3,7,3,2,0,0,1617
2016-09-18,Fiorentina,Roma,1,0,H,0.0,0.0,D,,8,14,4,3,10,11,5,6,1,1,0,0,1617
2016-09-18,Inter,Juventus,2,1,H,0.0,0.0,D,,16,9,3,2,13,18,5,4,2,3,1,0,1617
2016-09-18,Sassuolo,Genoa,2,0,H,0.0,0.0,D,,11,17,6,5,15,17,3,8,0,2,0,1,1617
2016-09-18,Torino,Empoli,0,0,D,0.0,0.0,D,,15,5,5,2,19,7,8,5,4,3,0,0,1617
2016-09-18,Udinese,Chievo,1,2,A,1.0,0.0,H,,8,20,4,6,16,9,5,7,3,4,0,0,1617
2016-09-20,Milan,Lazio,2,0,H,1.0,0.0,H,,17,20,8,5,16,12,3,8,1,4,0,0,1617
2016-09-21,Atalanta,Palermo,0,1,A,0.0,0.0,D,,16,7,4,2,20,12,7,5,3,2,0,0,1617
2016-09-21,Bologna,Sampdoria,2,0,H,1.0,0.0,H,,11,10,4,3,16,12,2,4,1,3,1,1,1617
2016-09-21,Chievo,Sassuolo,2,1,H,2.0,1.0,H,,5,7,3,2,14,15,7,9,2,1,0,0,1617
2016-09-21,Empoli,Inter,0,2,A,0.0,2.0,A,,9,13,3,4,14,15,5,4,1,4,0,0,1617
2016-09-21,Genoa,Napoli,0,0,D,0.0,0.0,D,,12,14,5,3,16,11,5,8,4,2,0,0,1617
2016-09-21,Juventus,Cagliari,4,0,H,3.0,0.0,H,,28,2,13,0,19,12,9,0,1,3,0,0,1617
2016-09-21,Pescara,Torino,0,0,D,0.0,0.0,D,,19,11,4,3,13,15,9,4,3,2,0,2,1617
2016-09-21,Roma,Crotone,4,0,H,2.0,0.0,H,,20,11,7,3,12,7,11,5,0,1,0,0,1617
2016-09-21,Udinese,Fiorentina,2,2,D,2.0,1.0,H,,15,7,5,3,16,15,4,3,1,3,0,0,1617
2016-09-24,Napoli,Chievo,2,0,H,2.0,0.0,H,,13,7,5,2,12,16,4,2,2,4,0,0,1617
2016-09-24,Palermo,Juventus,0,1,A,0.0,0.0,D,,4,15,2,7,16,10,2,9,3,3,0,0,1617
2016-09-25,Fiorentina,Milan,0,0,D,0.0,0.0,D,,20,12,5,1,10,12,6,3,2,4,0,0,1617
2016-09-25,Genoa,Pescara,1,1,D,0.0,0.0,D,,8,12,4,4,22,10,1,5,2,3,2,0,1617
2016-09-25,Inter,Bologna,1,1,D,1.0,1.0,D,,22,8,6,3,12,7,8,4,0,4,0,0,1617
2016-09-25,Lazio,Empoli,2,0,H,1.0,0.0,H,,12,9,3,3,14,7,5,6,2,2,0,0,1617
2016-09-25,Sassuolo,Udinese,1,0,H,1.0,0.0,H,,12,11,5,3,14,12,6,9,3,2,0,0,1617
2016-09-25,Torino,Roma,3,1,H,1.0,0.0,H,,18,21,9,5,15,12,7,13,1,4,0,0,1617
2016-09-26,Cagliari,Sampdoria,2,1,H,1.0,0.0,H,,9,18,3,2,16,15,3,10,2,3,0,0,1617
2016-09-26,Crotone,Atalanta,1,3,A,0.0,3.0,A,,10,12,3,8,21,14,6,3,3,1,0,1,1617
2016-10-01,Pescara,Chievo,0,2,A,0.0,0.0,D,,11,15,2,4,11,14,11,5,1,3,0,0,1617
2016-10-01,Udinese,Lazio,0,3,A,0.0,1.0,A,,15,15,3,5,4,12,5,9,2,1,0,0,1617
2016-10-02,Atalanta,Napoli,1,0,H,1.0,0.0,H,,10,13,4,3,11,13,4,12,3,3,0,0,1617
2016-10-02,Bologna,Genoa,0,1,A,0.0,0.0,D,,6,13,3,4,8,22,7,3,1,3,2,1,1617
2016-10-02,Cagliari,Crotone,2,1,H,1.0,0.0,H,,14,22,9,8,14,14,6,14,0,4,0,0,1617
2016-10-02,Empoli,Juventus,0,3,A,0.0,0.0,D,,6,26,3,11,21,20,5,7,2,1,0,0,1617
2016-10-02,Milan,Sassuolo,4,3,H,1.0,1.0,D,,15,7,6,5,10,10,5,4,1,5,0,0,1617
2016-10-02,Roma,Inter,2,1,H,1.0,0.0,H,,19,17,8,5,9,17,3,10,1,2,0,0,1617
2016-10-02,Sampdoria,Palermo,1,1,D,0.0,0.0,D,,23,4,7,2,9,18,7,1,2,5,0,1,1617
